Page,Index,Title,DOI,PDFLink,Downloaded
1,0,A 60W class S and outphasing hybrid digital transmitter for wireless communication,10.1109/PAWR.2018.8310053,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8310053,1
1,1,The digital power amplifier for the wireless infrastructure: Status and prospects,10.1109/PAWR.2017.7875561,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7875561,1
1,4,A novel approach to the design of a broadband high efficiency Class-E power amplifier with over 87% bandwidth,10.1109/PAWR.2017.7875564,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7875564,1
1,11,"A 900 MHz, 500 W Doherty Power Amplifier Using Optimized Output Matched Si LDMOS Power Transistors",10.1109/MWSYM.2007.380577,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4264146,1
1,12,The limiting frontiers of maximum DC voltage at the drain of SiC microwave power transistors in case of class-A power amplifier,10.1109/ISDRS.2007.4422375,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4422375,1
1,13,"A Spectrally pure 5.0 W, High PAE, (6-12 GHz) GaN Monolithic Class E Power Amplifier for Advanced T/R Modules",10.1109/RFIC.2007.380951,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4266499,1
1,14,A 950-MHz fully differential class-E power amplifier in 0.18µm CMOS for wireless communications,10.1109/ELECTRO.2009.5441167,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5441167,1
1,15,GaN-on-Si switched mode RF power amplifiers for non-constant envelope signals,10.1109/PAWR.2017.7875581,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7875581,1
1,16,Class-iF−1: Linearity Enhanced High Efficiency Power Amplifier,10.1109/PAWR53092.2022.9719742,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9719742,1
1,17,Accurate determination of switching loss in class-D power amplifiers with random Gaussian excitation using Rice Formula,10.1109/PAWR.2011.5725387,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5725387,1
1,18,A 19-43 GHz Linear Power Amplifier in 28nm Bulk CMOS for 5G Phased Array,10.1109/PAWR.2019.8708718,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8708718,1
1,19,Class S Power Amplifier System for Radio Applications in the HF Band,10.1109/PAWR59907.2024.10438534,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10438534,1
1,20,High-Power Wideband L-Band Suboptimum Class-E Power Amplifier,10.1109/TMTT.2013.2279366,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6588631,1
1,21,Design of a 110 W Wideband Inverse Class-F GaN HEMT Power Amplifier with 65% Efficiency over 100-1000 MHz Bandwidth,10.1109/PAWR.2019.8708721,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8708721,1
1,22,Outphasing Class-E/ F2 Power Amplifier using a Quadrature Hybrid as Non-Isolating Combiner,10.1109/PAWR51852.2021.9375540,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9375540,1
1,23,On the Continuity of High Efficiency Modes in Linear RF Power Amplifiers,10.1109/LMWC.2009.2029754,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5233899,1
1,24,High-Power 20-100-MHz Linear and Efficient Power-Amplifier Design,10.1109/TMTT.2008.2002238,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4601480,1
1,25,On the performance of class-D power amplifiers with RF Pulse-Width Modulation,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6174060,1
1,26,Class-E Power Amplifier in a Polar EDGE Transmitter,10.1109/MWSYM.2006.249771,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015024,1
1,27,"First pass design of a high power 145W, high efficiency class-J GaN power amplifier using waveform engineering",10.1109/PAWR.2013.6490171,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6490171,1
1,28,A Technique for Device Stress Relief in CMOS Class-E RF Power Amplifiers,10.1109/DCAS.2006.321046,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4115125,1
1,29,On the Robustness of the Predistortion Function Synthesis for Highly Nonlinear RF Power Amplifiers Linearization,10.1109/EUMC.2006.281239,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4057768,1
1,30,A high efficiency filter-less class-D audio power amplifier,10.1109/ASICON.2009.5351406,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5351406,1
1,31,"An 85.1% Peak Efficiency, Low Power Class H Audio Amplifier With Full Class H Operation",10.1109/TCSI.2023.3305622,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10229975,1
1,32,High efficiency switching mode class-E power amplifier design improvements for RF,10.1109/SCORED.2009.5443430,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5443430,1
1,33,A Low-Distortion High-Efficiency Class-D Audio Amplifier Based on Sliding Mode Control,10.1109/TCSII.2016.2531126,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7410034,1
1,34,2.45 GHz GaN HEMT Class-AB RF power amplifier design for wireless communication systems,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5491423,1
1,35,A 1/2 Watt High Linearity and Wide Bandwidth PHEMT Driver Amplifier MMIC for Millimeter-Wave Applications,10.1109/MWSYM.2006.249777,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015319,1
1,36,A 3.6GHz Highly Efficient Dual-Driver Doherty Power Amplifier,10.1109/PAWR59907.2024.10438577,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10438577,1
1,37,Behavioral modeling of Si LDMOS pre-matched devices with application to Doherty power amplifiers,10.1109/PAWR.2012.6174935,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6174935,1
1,38,A Reliable 5G Stacked Power Amplifier in 45nm CMOS Technology,10.1109/PAWR56957.2023.10046289,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10046289,1
1,39,Efficient Doherty Feed-forward Linear Power Amplifier for CDMA 2000 Base-Station Applications,10.1109/ICSCN.2008.4447157,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4447157,1
1,40,Investigation of power amplifier performance under load mismatch conditions,10.1109/PAWR51852.2021.9375507,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9375507,1
1,41,A Simple Method to Combine the Output Power From Multiple Class-E Power Amplifiers,10.1109/JESTPE.2020.3011658,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9146859,1
1,42,Design of a High Efficiency Class-D Audio Power Amplifier,10.1109/AIEA51086.2020.00087,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9221084,1
1,43,Quad-band inverse class-F power amplifier using novel composite right/left-handed transmission line,10.1109/MWSYM.2010.5518020,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5518020,1
1,44,High-Efficiency Power Amplifier Using Novel Dynamic Bias Switching,10.1109/TMTT.2007.892804,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4148107,1
1,45,GaN-on-Si transformer-coupled class D power amplifier,10.1109/PAWR.2015.7139196,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7139196,1
1,46,SOI MESFET RF power amplifiers at the 45nm node,10.1109/PAWR.2014.6825725,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6825725,1
1,47,High Power Wideband Class-E Power Amplifier,10.1109/LMWC.2010.2064760,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5565366,1
1,48,Design of a C-Band CMOS class AB power amplifier for an ultra low supply voltage of 1.9 V,10.1109/IMOC.2007.4404376,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4404376,1
1,49,Design of Stacked-MOS Transistor mm-Wave Class C Amplifiers for Doherty Power Amplifiers,10.1109/NORCHIP.2018.8573519,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8573519,1
1,50,Class-E Silicon Carbide VHF Power Amplifier,10.1109/MWSYM.2007.380207,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4263729,1
1,51,Design and test of nonlinear Class-E and Class-F RF power amplifiers,10.1109/LATINCOM.2009.5304954,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5304954,1
1,52,An open-loop class-D audio amplifier with increased low-distortion output power and PVT-insensitive EMI reduction,10.1109/CICC.2014.6946068,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6946068,1
1,53,Single chip design of closed-loop class D audio power amplifier,10.1109/WCSP.2010.5633477,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5633477,1
1,55,Simulation Model for Switching Mode Envelope Elimination and Restoration RF Power Amplifiers Research,10.1109/SYNCHROINFO55067.2022.9840917,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9840917,1
1,56,A Systematic Technique for Designing Wideband RF Power Amplifiers,10.1109/RFM.2006.331033,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4133548,1
1,57,The novel high efficiency on chip transformers for the CMOS power amplifier,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5403775,1
1,58,Self-recovering over current protection circuit for class-D audio power amplifier,10.1109/ICMMT.2012.6229906,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6229906,1
1,59,AM/PM Characterization of Wideband Power Amplifiers,10.1109/PAWR53092.2022.9719787,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9719787,1
1,60,Pulse width modulation for class D audio power amplifier in CMOS 0.18um Process with 85% of efficiency,10.1109/CCCA.2011.6031192,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6031192,1
1,61,"An efficient, 35 dBm, inverse class-F, UHF RF power amplifier Module on a 12 mm2 footprint designed in first pass through accurate modeling and simulation",10.1109/MWSYM.2010.5517805,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5517805,1
1,62,CMOS class-E power amplifier module with CPW bonding wires for 5GHz application,10.23919/ICEP.2017.7939365,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7939365,1
1,63,Ultra-Fast Operating Point Switching for Watt-Level 3.6 GHz Power Amplifiers,10.1109/PAWR59907.2024.10438536,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10438536,1
1,64,Continuous Inverse Class-F GaN Power Amplifier with 70% Efficiency over 1.4-2 GHz Bandwidth,10.1109/PAWR56957.2023.10046215,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10046215,1
1,65,A 30 watt high efficient high power RF pulse power amplifier,10.1109/NEMO.2016.7561638,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7561638,1
1,66,Automatic Algorithm for the Direct Design of Asymmetric Doherty Power Amplifiers,10.1109/PAWR.2019.8708731,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8708731,1
1,67,Improving the efficiency of class-D audio amplifier systems using envelope tracking DC-DC power supplies,10.1109/APEC.2018.8341044,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8341044,1
1,68,A Sigma-Delta class D audio power amplifier in 0.35μm CMOS technology,10.1109/SOCDC.2008.4815561,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4815561,1
1,69,Investigation of the dynamic load modulation of an inverse class-F power amplifier with an adaptive matching network,10.1109/PAWR.2018.8310056,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8310056,1
1,70,Design and measurement analysis of Class AB power amplifier,10.1109/ICMMT.2016.7762463,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7762463,1
